 ,Name,ID,DG,DrugOrNonDrug,logP,formula,exactmass,NumberofCarbons,wienerindex,MSA,PSA,apolarsurfacearea,donorCount,acceptorCount,rotatablebondCount,atomCount,hydrogenCount,NHA,molecularpolarizability,aliphaticringCount,aromaticringCount,aromaticatomCount,balabanindex,hararyindex,bondCount,hyperwienerindex,plattindex,randicindex,ringCount,szegedindex,wienerpolarity,DG_NHA,DG_MW,DG_PSA,DG_MSA,DG_apolarSA,DG_Wiener,DG_P,DG_NoC
195,Norgestrel,DR195,-10.71,1,3.78,C21H28O2,312.21,21,1053,413.65,37.3,376.35,1,2,2,51,28,23,35.98,4,0,0,1.54,88.38,54,3378,216,22.06,4,2112,49,-0.47,-0.03,-0.29,-0.03,-0.03,-0.01,0,-0.51
196,Nortriptyline,DR196,-12.28,1,4.69,C19H21N,263.17,19,759,371.98,12,359.98,1,1,3,41,21,20,33.41,1,2,12,1.57,68.05,43,2282,150,18.22,3,1230,34,-0.61,-0.05,-1.02,-0.03,-0.03,-0.02,0,-0.65
197,Novobiocin,DR197,-13.23,1,4.12,C31H36N2O11,612.23,31,7671,746.45,158.05,588.4,5,13,9,80,36,44,61.39,1,3,16,1.31,204.92,83,46787,286,35.58,4,12299,80,-0.3,-0.02,-0.08,-0.02,-0.02,0,0,-0.43
198,Ofloxacin,DR198,-3.33,1,0.26,C18H20FN3O4,361.14,18,1484,441.95,94.66,347.29,1,8,2,46,20,26,35.34,3,1,6,1.38,104.3,49,5100,178,20.33,4,3098,51,-0.13,-0.01,-0.04,-0.01,-0.01,0,-1.83,-0.19
199,Olanzapine,DR199,-10.35,1,0.7,C17H20N4S,312.14,17,958,399.37,67.78,331.59,1,5,0,42,20,22,34.49,2,2,11,1.54,80.43,45,2983,160,18.66,4,1662,38,-0.47,-0.03,-0.15,-0.03,-0.03,-0.01,-2.06,-0.61
200,Olopatadine,DR200,-10.22,1,3.42,C21H23NO3,337.17,21,1448,450.09,60.12,389.97,1,4,5,48,23,25,38.58,1,2,12,1.53,92.9,50,5160,172,21.34,3,2207,41,-0.41,-0.03,-0.17,-0.02,-0.03,-0.01,0,-0.49
201,Omapatrilat,DR201,-11.22,1,2.59,C19H24N2O4S2,408.12,19,1905,483.01,149.13,333.88,3,8,5,51,24,27,42.41,2,1,6,1.54,102.28,53,7796,192,22.52,3,2675,46,-0.42,-0.03,-0.08,-0.02,-0.03,-0.01,-0.03,-0.59
202,Omeprazole,DR202,-7.51,1,0.2,C17H19N3O3S,345.11,17,1419,445.31,96.31,349,1,5,5,43,19,24,37.53,2,1,6,1.41,85.72,45,5599,152,19.11,3,2061,39,-0.31,-0.02,-0.08,-0.02,-0.02,-0.01,-4.74,-0.44
203,Ondansetron,DR203,-12.28,1,0.19,C18H21N3O,295.17,18,997,392.5,48.48,344.02,0,3,2,43,21,22,33.15,3,1,6,1.48,79.86,46,3296,170,18.96,4,1610,38,-0.56,-0.04,-0.25,-0.03,-0.04,-0.01,-7.93,-0.68
204,Orphenadrine,DR204,-7.12,1,3.59,C18H23NO,269.18,18,825,405.5,22.82,382.68,0,2,6,43,23,20,33.09,0,2,12,1.94,64.49,44,2662,152,18.89,2,1144,27,-0.36,-0.03,-0.31,-0.02,-0.02,-0.01,0,-0.4
205,Ouabain,DR205,-10.35,1,-1.24,C29H44O12,584.28,29,5312,705.09,206.6,498.49,8,12,4,85,44,41,57.02,6,0,0,1.16,204.54,90,25934,352,37.31,6,9773,94,-0.25,-0.02,-0.05,-0.01,-0.02,0,-179.81,-0.36
206,Oxandrolone,DR206,-9.83,1,4.15,C19H30O3,306.22,19,907,431.12,46.53,384.59,1,3,0,52,30,22,34.33,4,0,0,1.64,84.07,55,2752,226,22.19,4,1880,48,-0.45,-0.03,-0.21,-0.02,-0.03,-0.01,0,-0.52
207,Oxymetazoline,DR207,-12.08,1,3.04,C16H24N2O,260.19,16,681,393.68,32.59,361.09,2,3,3,43,24,19,30.28,1,1,6,1.82,62.29,44,2085,160,18.6,2,980,29,-0.64,-0.05,-0.37,-0.03,-0.03,-0.02,-0.01,-0.75
208,Paclitaxel,DR208,-5.81,1,2.96,C47H51NO14,853.33,47,14767,1043.16,209.26,833.9,4,15,14,113,51,62,87.66,4,3,18,1.23,374.19,119,80544,430,50.15,7,24136,129,-0.09,-0.01,-0.03,-0.01,-0.01,0,-0.01,-0.12
209,Papaverine,DR209,-3.44,1,3,C20H21NO4,339.15,20,1534,461.3,49.81,411.49,0,5,6,46,21,25,38.51,1,2,12,1.42,91.57,48,5931,160,20.48,3,2610,42,-0.14,-0.01,-0.07,-0.01,-0.01,0,0,-0.17
210,Paroxetine,DR210,-14.18,1,3.59,C19H20FNO3,329.14,19,1445,415.54,27.69,387.85,1,5,4,44,20,24,34.52,2,2,12,1.18,85.32,47,5764,168,19.6,4,2286,35,-0.59,-0.04,-0.51,-0.03,-0.04,-0.01,0,-0.75
211,Pentostatin,DR211,-17.06,1,-2.89,C11H16N4O4,268.12,11,670,316.91,100.1,216.81,4,7,2,35,16,19,25.07,3,0,0,1.61,63.41,37,2023,132,15.7,3,909,32,-0.9,-0.06,-0.17,-0.05,-0.08,-0.03,-13245.2,-1.55
212,Pergolide,DR212,-12.37,1,3.65,C19H26N2S,314.18,19,945,430.45,54.68,375.77,1,2,4,48,26,22,38.85,2,2,9,1.58,80.93,51,2902,194,20.87,4,1879,39,-0.56,-0.04,-0.23,-0.03,-0.03,-0.01,0,-0.65
213,Perhexiline,DR213,-7.8,1,6.2,C19H35N,277.28,19,802,435.53,12,423.53,1,1,4,55,35,20,35.12,3,0,0,1.46,65.92,57,2515,234,23.15,3,1261,27,-0.39,-0.03,-0.65,-0.02,-0.02,-0.01,-0.00000492,-0.41
214,Perphenazine,DR214,-7.94,1,2.82,C21H26ClN3OS,403.15,21,2000,509.92,86.3,423.62,1,6,6,53,26,27,44.85,2,2,12,1.3,101.28,56,8675,202,23.43,4,3418,43,-0.29,-0.02,-0.09,-0.02,-0.02,0,-0.01,-0.38
215,Phentolamine,DR215,-12.59,1,1.67,C17H19N3O,281.15,17,911,379.49,46.18,333.31,2,4,4,40,19,21,32.01,1,2,12,1.42,71.18,42,2926,142,17.98,3,1342,28,-0.6,-0.04,-0.27,-0.03,-0.04,-0.01,-0.27,-0.74
216,Phenylephrine,DR216,-9.03,1,0.52,C9H13NO2,167.09,9,206,238.74,40.46,198.28,3,3,3,25,13,12,18.63,0,1,6,2.29,29.47,25,511,82,11.18,1,297,14,-0.75,-0.05,-0.22,-0.04,-0.05,-0.04,-2.73,-1
217,Phenytoin,DR217,-6.51,1,2.22,C15H12N2O2,252.09,15,617,311.01,46.17,264.84,2,4,2,31,12,19,27.2,1,2,12,1.76,64.9,33,1665,108,14.24,3,951,32,-0.34,-0.03,-0.14,-0.02,-0.02,-0.01,-0.04,-0.43
218,Physostigmine,DR218,-11.32,1,0.89,C15H21N3O2,275.16,15,760,384.48,53.48,331,1,5,2,41,21,20,30.04,2,1,6,1.59,69.4,43,2359,158,17.89,3,1145,36,-0.57,-0.04,-0.21,-0.03,-0.03,-0.01,-1.46,-0.75
219,Picrotoxin,DR219,-7.43,1,-0.99,C15H18O7,310.11,15,787,357.19,105.59,251.6,2,7,1,40,18,22,28.66,5,0,0,1.59,89.48,44,2011,178,17.58,5,1343,54,-0.34,-0.02,-0.07,-0.02,-0.03,-0.01,-72.57,-0.5
220,Pilocarpine,DR220,-7.36,1,0.25,C11H16N2O2,208.12,11,367,288.32,44.12,244.2,0,3,3,31,16,15,21.99,2,0,0,1.76,42.91,32,997,118,13.43,2,424,19,-0.49,-0.04,-0.17,-0.03,-0.03,-0.02,-4.14,-0.67
221,Pimozide,DR221,-11.22,1,5.36,C28H29F2N3O,461.23,28,3961,595.8,49.73,546.07,1,5,7,63,29,34,49.66,2,3,18,1.03,138.86,67,20947,240,28.05,5,5913,54,-0.33,-0.02,-0.23,-0.02,-0.02,0,-0.000049,-0.4
222,Pindolol,DR222,-11.71,1,1.53,C14H20N2O2,248.15,14,687,353.97,45.25,308.72,3,3,6,38,20,18,29.44,0,2,9,1.6,53.82,39,2409,136,16.77,2,887,22,-0.65,-0.05,-0.26,-0.03,-0.04,-0.02,-0.35,-0.84
223,Pioglitazone,DR223,-8.27,1,2.34,C19H20N2O3S,356.12,19,1917,444.65,93.59,351.06,1,6,7,45,20,25,38.2,2,1,6,1.12,84.67,47,9618,162,20.02,3,2743,33,-0.33,-0.02,-0.09,-0.02,-0.02,0,-0.04,-0.44
224,Piperazine,DR224,-5.46,1,-0.77,C4H10N2,86.08,4,27,139.65,24.1,115.55,2,2,0,16,10,6,10.43,1,0,0,2,10,16,42,60,6.81,1,54,3,-0.91,-0.06,-0.23,-0.04,-0.05,-0.2,-32.13,-1.36
225,Pirenzepine,DR225,-11.69,1,0.58,C19H21N5O2,351.17,19,1540,442.7,77.45,365.25,1,7,2,47,21,26,38.19,3,1,6,1.31,101.74,50,5421,176,20.94,4,2515,47,-0.45,-0.03,-0.15,-0.03,-0.03,-0.01,-3.07,-0.62
226,Piroxicam,DR226,-6.51,1,1.89,C15H13N3O4S,331.06,15,1116,368.63,106.3,262.33,2,7,2,36,13,23,33.16,2,1,6,1.67,84.52,38,3726,124,16.4,3,1902,42,-0.28,-0.02,-0.06,-0.02,-0.02,-0.01,-0.08,-0.43
227,Pramipexole,DR227,-12.3,1,0.76,C10H17N3S,211.11,10,318,270.58,37.66,232.92,2,4,3,31,17,14,23.83,2,0,0,1.79,38.28,32,897,118,13.44,2,479,17,-0.88,-0.06,-0.33,-0.05,-0.05,-0.04,-2.14,-1.23
228,Pravastatin,DR228,-6.92,1,2.24,C23H36O7,424.25,23,2600,555.4,124.29,431.11,4,7,11,66,36,30,44.77,2,0,0,1.96,116,67,11488,250,28.64,2,3530,46,-0.23,-0.02,-0.06,-0.01,-0.02,0,-0.04,-0.3
229,Prazosin,DR229,-14.01,1,0.59,C19H21N5O4,383.16,19,2195,479.31,101.63,377.68,1,8,4,49,21,28,39.83,2,2,11,1.27,107.94,52,9815,178,21.91,4,3779,47,-0.5,-0.04,-0.14,-0.03,-0.04,-0.01,-3.6,-0.74
230,Prednisolone,DR230,-11.87,1,1.02,C21H28O5,360.19,21,1425,447.61,94.83,352.78,3,5,2,54,28,26,38.3,4,0,0,1.45,107.41,57,4757,222,23.6,4,2759,59,-0.46,-0.03,-0.13,-0.03,-0.03,-0.01,-1.13,-0.57
231,Prilocaine,DR231,-6.17,1,2.1,C13H20N2O,220.16,13,488,334.04,17.07,316.97,2,3,5,36,20,16,25.98,0,1,6,2.28,44.47,36,1544,126,15.61,1,614,20,-0.39,-0.03,-0.36,-0.02,-0.02,-0.01,-0.05,-0.47
232,Procainamide,DR232,-8.18,1,1.65,C13H21N3O,235.17,13,618,351.92,30.66,321.26,2,4,6,38,21,17,27.32,0,1,6,2.01,47.59,38,2197,132,16.52,1,774,21,-0.48,-0.03,-0.27,-0.02,-0.03,-0.01,-0.18,-0.63
233,Procaine,DR233,-6.17,1,2.18,C13H20N2O2,236.15,13,618,347.2,39.89,307.31,1,4,7,37,20,17,26.85,0,1,6,2.01,47.59,37,2197,128,16.09,1,774,21,-0.36,-0.03,-0.15,-0.02,-0.02,-0.01,-0.04,-0.47
234,Prochlorperazine,DR234,-8.08,1,3.53,C20H24ClN3S,373.14,20,1544,475.15,66.07,409.08,0,5,4,49,24,25,42.4,2,2,12,1.21,92.16,52,5998,188,21.62,4,2736,40,-0.32,-0.02,-0.12,-0.02,-0.02,-0.01,0,-0.4
235,Procyclidine,DR235,-7.87,1,4.16,C19H29NO,287.22,19,903,428.92,33.82,395.1,1,2,5,50,29,21,34.99,2,1,6,1.43,71.63,52,2888,200,21.6,3,1264,30,-0.37,-0.03,-0.23,-0.02,-0.02,-0.01,0,-0.41
236,Progesterone,DR236,-15.01,1,3.52,C21H30O2,314.22,21,1052,433.53,34.14,399.39,0,2,1,53,30,23,36.67,4,0,0,1.54,88.56,56,3379,228,22.59,4,2117,48,-0.65,-0.05,-0.44,-0.03,-0.04,-0.01,0,-0.71
237,Promazine,DR237,-6.28,1,3.26,C17H20N2S,284.13,17,789,385.57,52.48,333.09,0,3,4,40,20,20,34.19,1,2,12,1.51,67.21,42,2482,146,17.76,3,1448,31,-0.31,-0.02,-0.12,-0.02,-0.02,-0.01,0,-0.37
238,Promethazine,DR238,-12.12,1,3.36,C17H20N2S,284.13,17,744,386.56,52.48,334.08,0,3,3,40,20,20,34.19,1,2,12,1.6,68.67,42,2176,146,17.76,3,1403,33,-0.61,-0.04,-0.23,-0.03,-0.04,-0.02,-0.01,-0.71
239,Propafenone,DR239,-8.18,1,3.2,C21H27NO3,341.2,21,1786,485.01,46.53,438.48,2,4,11,52,27,25,39.56,0,2,12,1.57,84.21,53,8059,184,22.91,2,2272,32,-0.33,-0.02,-0.18,-0.02,-0.02,0,-0.01,-0.39
240,Propranolol,DR240,-13.7,1,3.03,C16H21NO2,259.16,16,792,371.3,29.46,341.84,2,3,6,40,21,19,31.78,0,2,10,1.54,58.38,41,2849,142,17.69,2,1160,25,-0.72,-0.05,-0.47,-0.04,-0.04,-0.02,-0.01,-0.86
241,Pseudoephedrine,DR241,-8.08,1,1.39,C10H15NO,165.12,10,202,250.76,20.23,230.53,2,2,3,27,15,12,19.86,0,1,6,2.33,29.66,27,489,92,11.89,1,283,15,-0.67,-0.05,-0.4,-0.03,-0.04,-0.04,-0.33,-0.81
242,Pyrimethamine,DR242,-12.04,1,3.35,C12H13ClN4,248.08,12,498,310.79,25.78,285.01,2,5,2,30,13,17,27.48,1,1,6,2.01,52.6,31,1403,100,13.53,2,832,26,-0.71,-0.05,-0.47,-0.04,-0.04,-0.02,-0.01,-1
243,Quetiapine,DR243,-6.95,1,1.74,C21H25N3O2S,383.17,21,1956,492.38,94.3,398.08,1,6,5,52,25,27,42.88,2,2,12,1.35,102.48,55,8420,194,23.13,4,3233,45,-0.26,-0.02,-0.07,-0.01,-0.02,0,-0.13,-0.33
244,Quinidine,DR244,-8.73,1,2.83,C20H24N2O2,324.18,20,1258,417.9,55.94,361.96,1,4,4,48,24,24,38.46,3,1,6,1.38,90.2,51,4299,186,21.28,4,2296,42,-0.36,-0.03,-0.16,-0.02,-0.02,-0.01,-0.01,-0.44
245,Raloxifene,DR245,-13.84,1,5.19,C28H27NO4S,473.17,28,3843,592.12,108.59,483.53,2,6,7,61,27,34,54.76,1,4,21,1.08,140.72,65,19937,224,27.52,5,5768,54,-0.41,-0.03,-0.13,-0.02,-0.03,0,-0.0000894,-0.49
246,Raltitrexed,DR246,-8.42,1,-0.49,C21H22N4O6S,458.13,21,3432,544.33,177.6,366.73,4,11,9,54,22,32,44.55,1,2,11,1.36,124.69,56,18021,188,24.24,3,4644,48,-0.26,-0.02,-0.05,-0.02,-0.02,0,-26.03,-0.4
247,Ramelteon,DR247,-14.81,1,2.45,C16H21NO2,259.16,16,735,361.2,26.3,334.9,1,3,4,40,21,19,29.08,2,1,6,1.47,61.23,42,2468,158,17.35,3,1005,27,-0.78,-0.06,-0.56,-0.04,-0.04,-0.02,-0.05,-0.93
248,Ranitidine,DR248,-9.27,1,0.47,C13H22N4O3S,314.14,13,1227,431.16,86.17,344.99,2,7,9,43,22,21,32.09,0,1,5,1.92,62.51,43,5567,148,18.67,1,1312,22,-0.44,-0.03,-0.11,-0.02,-0.03,-0.01,-3.14,-0.71
249,Reboxetine,DR249,-12.22,1,3.07,C19H23NO3,313.17,19,1166,431.24,27.69,403.55,1,4,6,46,23,23,35.68,1,2,12,1.59,80.95,48,3929,168,20.37,3,1748,33,-0.53,-0.04,-0.44,-0.03,-0.03,-0.01,-0.01,-0.64
250,Reserpine,DR250,-8.2,1,2.92,C33H42N2O9,610.29,33,6944,785.27,112.34,672.93,1,11,10,86,42,44,63.65,4,2,12,1.17,213.77,91,37489,338,37.55,6,12370,84,-0.19,-0.01,-0.07,-0.01,-0.01,0,-0.01,-0.25
251,Risperidone,DR251,-13.36,1,2.46,C23H27FN4O2,410.21,23,2793,529.61,74.51,455.1,0,5,4,57,27,30,44.02,3,2,9,0.96,118.32,61,13856,228,25,5,4686,51,-0.45,-0.03,-0.18,-0.03,-0.03,0,-0.05,-0.58
252,Ritonavir,DR252,-14.76,1,3.94,C37H48N6O5S2,720.31,37,10769,902.15,169.58,732.57,4,13,18,98,48,50,77.88,2,2,12,1.31,234.83,101,66714,354,43.23,4,11931,69,-0.3,-0.02,-0.09,-0.02,-0.02,0,0,-0.4
253,Rizatriptan,DR253,-11.41,1,-0.39,C15H19N5,269.16,15,871,376.41,60.09,316.32,1,3,5,39,19,20,31.78,1,2,9,1.36,64.87,41,3086,142,17.32,3,1209,25,-0.57,-0.04,-0.19,-0.03,-0.04,-0.01,-28.02,-0.76
254,Ropinirole,DR254,-10.17,1,2.25,C16H24N2O,260.19,16,759,390.54,30.66,359.88,1,3,7,43,24,19,30.79,1,1,6,1.62,58.98,44,2570,162,18.54,2,989,25,-0.54,-0.04,-0.33,-0.03,-0.03,-0.01,-0.06,-0.64
255,Rosiglitazone,DR255,-10.05,1,1.52,C18H19N3O3S,357.11,18,1883,438.43,107.18,331.25,1,7,7,44,19,25,37.68,2,1,6,1.13,85.07,46,9223,156,19.68,3,2607,33,-0.4,-0.03,-0.09,-0.02,-0.03,-0.01,-0.3,-0.56
256,Salmeterol,DR256,-10.47,1,4.18,C25H37NO4,415.27,25,3802,606.83,69.92,536.91,4,5,16,67,37,30,47.88,0,2,12,1.27,100.67,68,25807,242,29.33,2,4437,37,-0.35,-0.03,-0.15,-0.02,-0.02,0,0,-0.42
257,Saquinavir,DR257,-14.05,1,3.83,C38H50N6O5,670.38,38,9512,886.39,114.99,771.4,5,11,13,99,50,49,75.01,3,2,12,1.16,238.43,103,54001,376,43.48,5,12982,77,-0.29,-0.02,-0.12,-0.02,-0.02,0,0,-0.37
258,Scopolamine,DR258,-13.74,1,0.79,C17H21NO4,303.15,17,1081,379.6,72.65,306.95,1,5,5,43,21,22,32.09,3,1,6,1.34,76.86,46,3869,174,18.94,4,1572,35,-0.62,-0.05,-0.19,-0.04,-0.04,-0.01,-2.23,-0.81
259,Sertraline,DR259,-13.4,1,5.14,C17H17Cl2N,305.07,17,770,374.69,12,362.69,1,3,2,37,17,20,33.72,1,2,12,1.54,68.23,39,2383,138,16.47,3,1442,34,-0.67,-0.04,-1.12,-0.04,-0.04,-0.02,-0.0000971,-0.79
260,Sildenafil,DR260,-12.28,1,0.12,C22H30N6O4S,474.2,22,3086,617.7,140.85,476.85,1,9,6,63,30,33,49.57,3,1,6,1.46,140.91,66,13191,240,27.46,4,4838,59,-0.37,-0.03,-0.09,-0.02,-0.03,0,-9.31,-0.56
261,Sotalol,DR261,-6.21,1,0.89,C12H20N2O3S,272.12,12,706,372.39,62.75,309.64,3,5,5,38,20,18,29.12,0,1,6,2.26,52.8,38,2571,134,16.51,1,946,21,-0.35,-0.02,-0.1,-0.02,-0.02,-0.01,-0.8,-0.52
262,Sparfloxacin,DR262,-6.62,1,-0.34,C19H24F2N4O3,394.18,19,1781,474.76,81.55,393.21,3,9,3,52,24,28,37.66,3,1,6,1.59,116.19,55,6183,206,22.8,4,3170,55,-0.24,-0.02,-0.08,-0.01,-0.02,0,-14.49,-0.35
263,Spironolactone,DR263,-11.25,1,3.41,C24H32O4S,416.2,24,1905,524.92,85.74,439.18,0,5,2,61,32,29,45.41,5,0,0,1.37,125.98,65,6609,262,26.19,5,3654,61,-0.39,-0.03,-0.13,-0.02,-0.03,-0.01,0,-0.47
264,Stavudine,DR264,-4.5,1,-1.35,C10H12N2O4,224.08,10,433,247.8,78.87,168.93,2,6,2,28,12,16,21.31,2,0,0,1.71,47.74,29,1222,100,12.47,2,643,23,-0.28,-0.02,-0.06,-0.02,-0.03,-0.01,-100.81,-0.45
265,Sulfamethoxazole,DR265,-11.08,1,1.36,C10H11N3O3S,253.05,10,535,302.72,68.55,234.17,2,5,2,28,11,17,24.46,0,2,11,1.85,51.45,29,1646,94,12.63,2,731,22,-0.65,-0.04,-0.16,-0.04,-0.05,-0.02,-0.48,-1.11
266,Sulfanilamide,DR266,-8.28,1,0.54,C6H8N2O2S,172.03,6,152,203.49,42.52,160.97,2,4,1,19,8,11,17.46,0,1,6,2.18,26.63,19,340,60,8.53,1,236,13,-0.75,-0.05,-0.19,-0.04,-0.05,-0.05,-2.39,-1.38
267,Sulpiride,DR267,-6.82,1,1.16,C15H23N3O4S,341.14,15,1251,440.91,82.41,358.5,2,7,6,46,23,23,35.8,1,1,6,1.9,79.24,47,4644,170,19.95,2,1606,34,-0.3,-0.02,-0.08,-0.02,-0.02,-0.01,-0.47,-0.45
268,Sumatriptan,DR268,-11.53,1,0.66,C14H21N3O2S,295.14,14,859,406.53,71.9,334.63,2,4,5,41,21,20,34,0,2,9,1.87,64.59,42,2986,150,17.82,2,1162,27,-0.58,-0.04,-0.16,-0.03,-0.03,-0.01,-2.52,-0.82
269,Tacrine,DR269,-10.91,1,2.56,C13H14N2,198.12,13,326,264.66,12.89,251.77,1,2,0,29,14,15,24.73,2,1,6,1.66,45.77,31,791,110,12.94,3,750,25,-0.73,-0.06,-0.85,-0.04,-0.04,-0.03,-0.03,-0.84
270,Tacrolimus,DR270,-12.82,1,3.27,C44H69NO12,803.48,44,12629,1076.29,188.71,887.58,3,13,7,126,69,57,85.47,4,0,0,1.71,311.87,129,68684,490,54.14,4,23036,105,-0.22,-0.02,-0.07,-0.01,-0.01,0,-0.01,-0.29
271,Tamoxifen,DR271,-12.68,1,7.1,C26H29NO,371.22,26,2141,537.32,22.82,514.5,0,2,8,57,29,28,46.51,0,3,18,1.5,105.84,59,9074,200,25.33,3,3104,41,-0.45,-0.03,-0.56,-0.02,-0.02,-0.01,-0.00000101,-0.49
272,Telithromycin,DR272,-6.44,1,1.72,C43H65N5O10,811.47,43,14388,1110.24,192.55,917.69,1,14,11,123,65,58,87.16,5,0,0,1.34,317.64,127,91348,478,53.04,5,22149,109,-0.11,-0.01,-0.03,-0.01,-0.01,0,-0.12,-0.15
273,Terazosin,DR273,-11.13,1,0.27,C19H25N5O4,387.19,19,2195,494.84,97.72,397.12,1,9,4,53,25,28,40.63,3,1,6,1.27,107.94,56,9815,202,23.28,4,3779,47,-0.4,-0.03,-0.11,-0.02,-0.03,-0.01,-5.98,-0.59
274,Terbutaline,DR274,-5.63,1,1.42,C12H19NO3,225.14,12,468,329.78,60.69,269.09,4,4,4,35,19,16,24.79,0,1,6,2.38,45.53,35,1416,120,15.47,1,619,19,-0.35,-0.03,-0.09,-0.02,-0.02,-0.01,-0.21,-0.47
275,Terfenadine,DR275,-10.26,1,7.1,C32H41NO2,471.31,32,4424,685.48,54.05,631.43,2,3,9,76,41,35,57.25,1,3,18,1.12,143.62,79,25125,286,33.47,4,6506,58,-0.29,-0.02,-0.19,-0.01,-0.02,0,-0.000000815,-0.32
276,Testolactone,DR276,-6.82,1,3.68,C19H24O3,300.17,19,928,378.08,43.37,334.71,0,3,0,46,24,22,33.43,4,0,0,1.6,82.95,49,2882,194,19.89,4,2094,45,-0.31,-0.02,-0.16,-0.02,-0.02,-0.01,0,-0.36
277,Testosterone,DR277,-12.22,1,3.6,C19H28O2,288.21,19,802,394.82,37.3,357.52,1,2,0,49,28,21,33.4,4,0,0,1.35,78.11,52,2370,212,21,4,1683,44,-0.58,-0.04,-0.33,-0.03,-0.03,-0.02,0,-0.64
278,Theophylline,DR278,-7.87,1,-2.01,C7H8N4O2,180.06,7,211,223.75,72.68,151.07,1,3,0,21,8,13,16.69,2,0,0,1.87,36.83,22,444,74,9.37,2,352,22,-0.61,-0.04,-0.11,-0.04,-0.05,-0.04,-805.36,-1.12
279,Thioridazine,DR279,-8.58,1,4.9,C21H26N2S2,370.15,21,1444,484.9,77.78,407.12,0,4,4,51,26,25,43.87,2,2,12,1.3,94.03,54,5138,196,22.44,4,2640,42,-0.34,-0.02,-0.11,-0.02,-0.02,-0.01,0,-0.41
280,Tiagabine,DR280,-9.49,1,2.64,C20H25NO2S2,375.13,20,1596,475.79,107.37,368.42,1,5,6,50,25,25,40.61,1,2,10,1.35,89.45,52,6331,186,21.98,3,1980,35,-0.38,-0.03,-0.09,-0.02,-0.03,-0.01,-0.02,-0.47
281,Ticlopidine,DR281,-9.2,1,2.93,C14H14ClNS,263.05,14,533,318.03,41.83,276.2,0,3,2,31,14,17,28.58,1,2,11,1.27,52.19,33,1638,116,13.84,3,878,23,-0.54,-0.03,-0.22,-0.03,-0.03,-0.02,-0.01,-0.66
282,Tipranavir,DR282,-15.14,1,6.62,C31H33F3N2O5S,602.21,31,6752,736.37,101.94,634.43,2,10,11,75,33,42,59.69,2,2,12,1.35,190.23,78,39510,276,33.13,4,10007,71,-0.36,-0.03,-0.15,-0.02,-0.02,0,-0.00000363,-0.49
283,Tolazamide,DR283,-5.46,1,2.48,C14H21N3O3S,311.13,14,1014,405.93,85.21,320.72,2,6,2,42,21,21,32.58,1,1,6,1.7,68.56,43,3768,156,18.23,2,1323,31,-0.26,-0.02,-0.06,-0.01,-0.02,-0.01,-0.02,-0.39
284,Tolbutamide,DR284,-5.46,1,2.18,C12H18N2O3S,270.1,12,685,360.52,59.59,300.93,2,5,4,36,18,18,28.19,0,1,6,2.33,53.14,36,2397,126,15.61,1,853,23,-0.3,-0.02,-0.09,-0.02,-0.02,-0.01,-0.04,-0.45
285,Topiramate,DR285,-3.63,1,-0.18,C12H21NO8S,339.1,12,948,419.68,97.9,321.78,1,9,3,43,21,22,31.05,3,0,0,1.84,80.86,45,2928,174,18.44,3,1348,35,-0.16,-0.01,-0.04,-0.01,-0.01,0,-5.49,-0.3
286,Tramadol,DR286,-7.87,1,2.43,C16H25NO2,263.19,16,670,396.52,43.05,353.47,1,3,4,44,25,19,30.86,1,1,6,1.87,62.11,45,1982,166,19.04,2,1038,30,-0.41,-0.03,-0.18,-0.02,-0.02,-0.01,-0.03,-0.49
287,Trandolapril,DR287,-11.65,1,3.47,C24H34N2O5,430.25,24,2772,551.78,94.26,457.52,2,7,9,65,34,31,46.63,3,0,0,1.58,123.15,67,12017,250,28.22,3,3391,48,-0.38,-0.03,-0.12,-0.02,-0.03,0,0,-0.49
288,Tranylcypromine,DR288,-9.44,1,1.36,C9H11N,133.09,9,119,191.46,26,165.46,1,1,1,21,11,10,16.62,1,1,6,1.48,23.05,22,258,78,9.37,2,182,10,-0.94,-0.07,-0.36,-0.05,-0.06,-0.08,-0.41,-1.05
289,Travoprost,DR289,-6.62,1,4.57,C26H35F3O6,500.24,26,4909,633.39,96.22,537.17,3,9,14,70,35,35,48.61,1,1,6,1.65,133.28,71,30548,256,30.55,2,5491,47,-0.19,-0.01,-0.07,-0.01,-0.01,0,0,-0.25
290,Trazodone,DR290,-10.8,1,0.97,C19H22ClN5O,371.15,19,2003,471.04,66.48,404.56,0,6,5,48,22,26,39.47,2,2,12,0.98,93.07,51,9626,182,21.32,4,2999,39,-0.42,-0.03,-0.16,-0.02,-0.03,-0.01,-1.16,-0.57
291,Triazolam,DR291,-12.69,1,3.06,C17H12Cl2N4,342.04,17,1035,381.69,43.07,338.62,0,5,1,35,12,23,35.51,1,3,17,1.55,87.31,38,3138,126,16.02,4,1786,43,-0.55,-0.04,-0.29,-0.03,-0.04,-0.01,-0.01,-0.75
292,Trifluoperazine,DR292,-8.13,1,3.83,C21H24F3N3S,407.16,21,2075,505.14,66.07,439.07,0,7,5,52,24,28,41.36,2,2,12,1.35,109.06,55,8473,200,22.83,4,3582,46,-0.29,-0.02,-0.12,-0.02,-0.02,0,0,-0.39
